,name,type,study_title,group_id,study_type,description,has_placebo,has_drug,nums,trailings,trailings_stemmed,doses_obj,no_measure,units
490,Spine Surgery Analgesic Pathway,primary,Evaluation of Spine Surgery Analgesic Pathway: A Randomized Controlled Trial,OG000,Parallel Assignment,"before surgery the subject will be given one time oral dose acetaminophen (1000 mg ) and gabapentin (600 mg).

during surgery the subject will receive an infusion of ketamine (5 mcg/kg/min) and lidocaine (1.5 mg/kg/hr start before the incision and decreased to 1 mg/kg/hr at start of closing and continued to pacu and stop at the first oral intake).

after surgery, the surgical team will manage pain medication and will consult acute pain management team as needed.

spine surgery analgesic pathway: enhanced pain management care",False,False,"[1000, 600, 5, 1, 5, 1]","[['mg', '', 'and'], ['mg', 'dure', 'surgeri'], ['mcg/kg/min', 'and', 'lidocain'], ['000', 'mg', ''], ['mcg/kg/min', 'and', 'lidocain'], ['000', 'mg', '']]","[['mg', '', 'and'], ['mg', 'dure', 'surgeri'], ['mcg/kg/min', 'and', 'lidocain'], ['000', 'mg', ''], ['mcg/kg/min', 'and', 'lidocain'], ['000', 'mg', '']]","{1000: ['mg', '', 'and'], 600: ['mg', 'dure', 'surgeri'], 5: ['mcg/kg/min', 'and', 'lidocain'], 1: ['000', 'mg', '']}",Unknown,"{1000: 'mg', 600: 'mg', 5: 'kg', 1: 'mg'}"
491,Usual Care,primary,Evaluation of Spine Surgery Analgesic Pathway: A Randomized Controlled Trial,OG001,Parallel Assignment,"placebo- before surgery the subject will be given one time placebo oral dose acetaminophen (1000 mg ) and gabapentin (600 mg).

placebo- during surgery the subject will receive a placebo infusion of - ketamine (5 mcg/kg/min) and lidocaine (1.5 mg/kg/hr start at incision and decreased to 1 mg/kg/hr at start of closing and continued to pacu and stop at the first oral intake).

after surgery, the surgical team will manage pain medication and will consult acute pain management team as needed.

usual care: standard of pain management care",False,False,"[1000, 600, 5, 1, 5, 1]","[['mg', '', 'and'], ['mg', 'placebo-', 'dure'], ['mcg/kg/min', 'and', 'lidocain'], ['000', 'mg', ''], ['mcg/kg/min', 'and', 'lidocain'], ['000', 'mg', '']]","[['mg', '', 'and'], ['mg', 'placebo-', 'dure'], ['mcg/kg/min', 'and', 'lidocain'], ['000', 'mg', ''], ['mcg/kg/min', 'and', 'lidocain'], ['000', 'mg', '']]","{1000: ['mg', '', 'and'], 600: ['mg', 'placebo-', 'dure'], 5: ['mcg/kg/min', 'and', 'lidocain'], 1: ['000', 'mg', '']}",Unknown,"{1000: 'mg', 600: 'mg', 5: 'kg', 1: 'mg'}"
492,Medications,primary,Novel Topical Therapies for the Treatment of Genital Pain,OG000,Crossover Assignment,"each study subject will be sequentially exposed to each of the study drugs and the placebo in a random order. the study is designed as a double blinded, crossover study.

amitriptyline: topical application of the drug at a 2% concentration in combination with 2% baclofen

baclofen: used topically at 2% concentration in combination with 2% amitriptyline

ketoprofen: to be applied topically at a 10% concentration

ketamine: to be applied topically at a 10% concentration

loperamide: to be applied topically at a 5% concentration

gabapentin: to be applied topically at a 6% concentration",False,False,"[2, 2, 2, 2, 10, 10, 5, 6]","[['%', 'concentr', 'in'], ['%', 'concentr', 'in'], ['%', 'concentr', 'in'], ['%', 'concentr', 'in'], ['%', 'concentr', 'ketamine:'], ['%', 'concentr', 'ketamine:'], ['%', 'concentr', 'gabapentin:'], ['%', 'concentr']]","[['%', 'concentr', 'in'], ['%', 'concentr', 'in'], ['%', 'concentr', 'in'], ['%', 'concentr', 'in'], ['%', 'concentr', 'ketamine:'], ['%', 'concentr', 'ketamine:'], ['%', 'concentr', 'gabapentin:'], ['%', 'concentr']]",{},Unknown,{}
493,Placebo,primary,Novel Topical Therapies for the Treatment of Genital Pain,OG001,Crossover Assignment,"the compounding base alone will be used as a placebo. each participant will be given each drug and the placebo sequentially in random order.

placebo: compounding base to be used alone as a placebo",True,False,[],[],[],{},Unknown,{}
494,Lumbar Plexus,primary,Improvement in Total Hip Arthroplasty Patient Outcomes With Regional Anesthesia and Multimodal Analgesia: A Retrospective Analysis,OG000,NA,"patients received a preoperative lumbar plexus nerve block (20 ml, ropivacaine 0.5%) for postoperative pain management with one to four multimodal oral pain medications (acetaminophen, celecoxib, oxycodone er, gabapentin, pregabalin) administered preoperatively or in the first 48 hours postoperatively.",False,False,"[20, 0, 5, 48]","[['ml,', 'ropivacain', '05%'], ['ml,', 'ropivacain'], ['%', 'for', 'postop'], ['hour', 'postop']]","[['ml,', 'ropivacain', '05%'], ['ml,', 'ropivacain'], ['%', 'for', 'postop'], ['hour', 'postop']]",{},Unknown,{}
495,Lumbar Epidural,primary,Improvement in Total Hip Arthroplasty Patient Outcomes With Regional Anesthesia and Multimodal Analgesia: A Retrospective Analysis,OG001,NA,"patients received a lumbar epidural preoperatively for postoperative pain management. epidural infusions of ropivacaine 0.2% were initiated intraoperatively, administered until the morning of postoperative day 1, and titrated to patient comfort.",False,False,"[0, 2, 1]","[['2%', 'were', 'initi'], ['%', 'were', 'initi'], [',', 'and', 'titrat']]","[['2%', 'were', 'initi'], ['%', 'were', 'initi'], [',', 'and', 'titrat']]",{},Unknown,{}
496,nonp450,primary,A Pharmacokinetic Study of the Interaction Between Celecoxib and Anticonvulsant Drugs in Patients With Newly Diagnosed Glioblastoma Multiforme Undergoing Radiation Therapy,OG000,Parallel Assignment,"not on p450 inhibitor

celecoxib :

radiation therapy :",False,False,[450],"[['inhibitor', 'celecoxib', ':']]","[['inhibitor', 'celecoxib', ':']]",{},Unknown,{}
497,p450,primary,A Pharmacokinetic Study of the Interaction Between Celecoxib and Anticonvulsant Drugs in Patients With Newly Diagnosed Glioblastoma Multiforme Undergoing Radiation Therapy,OG001,Parallel Assignment,"on p450 inhibitor

celecoxib :

radiation therapy :",False,False,[450],"[['inhibitor', 'celecoxib', ':']]","[['inhibitor', 'celecoxib', ':']]",{},Unknown,{}
498,Arm 1 +EIASD (Enzyme-inducing Antizeizure Drug),primary,Phase I/II Study of Intravenous Infusion of Tetra-o-Methyl Nordihydroguaiaretic Acid (EM-1421) in Subjects With Recurrent High Grade Glioma,OG000,Parallel Assignment,"subjects on the +eiasd (level 1) treatment arm were taking one of these antiseizure drugs: phenytoin, carbamazepine, phenobarbital, primidone and oxcarbazepine.

subjects will take terameprocol for 5 consecutive days each month by iv. various dose levels 1= 750mg/dayx5; 2=1100mg/dayx5; 3=1700mg/dayx5; 4=2200mg/dayx5

no intrasubject dose escalation.

pk data will be collected on day one of cycle one infusion",False,False,"[1, 5, 1, 750, 5, 2, 1100, 5, 3, 1700, 5, 4, 2200, 5]","[['', 'treatment', 'arm'], ['consecut', 'day', 'each'], ['', 'treatment', 'arm'], ['mg/dayx5;', '2=1100mg/dayx5;', '3=1700mg/dayx5;'], ['consecut', 'day', 'each'], ['=1100mg/dayx5;', '3=1700mg/dayx5;', '4='], ['mg/dayx5;', '3=1700mg/dayx5;', '4=2200mg/dayx5'], ['consecut', 'day', 'each'], ['=1700mg/dayx5;', '4=2200mg/dayx5', 'no'], ['mg/dayx5;', '4=2200mg/dayx5', 'no'], ['consecut', 'day', 'each'], ['=2200mg/dayx5', 'no', 'intrasubject'], ['mg/dayx5', 'no', 'intrasubject'], ['consecut', 'day', 'each']]","[['', 'treatment', 'arm'], ['consecut', 'day', 'each'], ['', 'treatment', 'arm'], ['mg/dayx5;', '2=1100mg/dayx5;', '3=1700mg/dayx5;'], ['consecut', 'day', 'each'], ['=1100mg/dayx5;', '3=1700mg/dayx5;', '4='], ['mg/dayx5;', '3=1700mg/dayx5;', '4=2200mg/dayx5'], ['consecut', 'day', 'each'], ['=1700mg/dayx5;', '4=2200mg/dayx5', 'no'], ['mg/dayx5;', '4=2200mg/dayx5', 'no'], ['consecut', 'day', 'each'], ['=2200mg/dayx5', 'no', 'intrasubject'], ['mg/dayx5', 'no', 'intrasubject'], ['consecut', 'day', 'each']]","{750: ['mg/dayx5;', '2=1100mg/dayx5;', '3=1700mg/dayx5;'], 2: ['=1100mg/dayx5;', '3=1700mg/dayx5;', '4='], 1100: ['mg/dayx5;', '3=1700mg/dayx5;', '4=2200mg/dayx5'], 3: ['=1700mg/dayx5;', '4=2200mg/dayx5', 'no'], 1700: ['mg/dayx5;', '4=2200mg/dayx5', 'no'], 4: ['=2200mg/dayx5', 'no', 'intrasubject'], 2200: ['mg/dayx5', 'no', 'intrasubject']}",Unknown,"{750: 'mg', 2: '', 1100: 'mg', 3: '', 1700: 'mg', 4: '', 2200: 'mg'}"
499,ARM 2 -EIASD (Enzyme-inducing Antizeizure Drug),primary,Phase I/II Study of Intravenous Infusion of Tetra-o-Methyl Nordihydroguaiaretic Acid (EM-1421) in Subjects With Recurrent High Grade Glioma,OG001,Parallel Assignment,"subjects in the -eiasd group were either not being treated with antiseizure drugs or were taking ones that did not significantly induce hepatic enzymes such as gabapentin, lamotrigine, valproic acid, levetiracetam, tiagabine, topiramate, zonisamide and felbamate.

subjects will take terameprocol for 5 consecutive days each month by iv. various dose levels 1= 750mg/dayx5; 2=1100mg/dayx5; 3=1700mg/dayx5; 4=2200mg/dayx5

no intrasubject dose escalation.

pk data will be collected on day one of cycle one infusion",False,False,"[5, 1, 750, 5, 2, 1100, 5, 3, 1700, 5, 4, 2200, 5]","[['consecut', 'day', 'each'], ['=', '750mg/dayx5;', '2='], ['mg/dayx5;', '2=1100mg/dayx5;', '3=1700mg/dayx5;'], ['consecut', 'day', 'each'], ['=1100mg/dayx5;', '3=1700mg/dayx5;', '4='], ['mg/dayx5;', '3=1700mg/dayx5;', '4=2200mg/dayx5'], ['consecut', 'day', 'each'], ['=1700mg/dayx5;', '4=2200mg/dayx5', 'no'], ['mg/dayx5;', '4=2200mg/dayx5', 'no'], ['consecut', 'day', 'each'], ['=2200mg/dayx5', 'no', 'intrasubject'], ['mg/dayx5', 'no', 'intrasubject'], ['consecut', 'day', 'each']]","[['consecut', 'day', 'each'], ['=', '750mg/dayx5;', '2='], ['mg/dayx5;', '2=1100mg/dayx5;', '3=1700mg/dayx5;'], ['consecut', 'day', 'each'], ['=1100mg/dayx5;', '3=1700mg/dayx5;', '4='], ['mg/dayx5;', '3=1700mg/dayx5;', '4=2200mg/dayx5'], ['consecut', 'day', 'each'], ['=1700mg/dayx5;', '4=2200mg/dayx5', 'no'], ['mg/dayx5;', '4=2200mg/dayx5', 'no'], ['consecut', 'day', 'each'], ['=2200mg/dayx5', 'no', 'intrasubject'], ['mg/dayx5', 'no', 'intrasubject'], ['consecut', 'day', 'each']]","{1: ['=', '750mg/dayx5;', '2='], 750: ['mg/dayx5;', '2=1100mg/dayx5;', '3=1700mg/dayx5;'], 2: ['=1100mg/dayx5;', '3=1700mg/dayx5;', '4='], 1100: ['mg/dayx5;', '3=1700mg/dayx5;', '4=2200mg/dayx5'], 3: ['=1700mg/dayx5;', '4=2200mg/dayx5', 'no'], 1700: ['mg/dayx5;', '4=2200mg/dayx5', 'no'], 4: ['=2200mg/dayx5', 'no', 'intrasubject'], 2200: ['mg/dayx5', 'no', 'intrasubject']}",Unknown,"{1: '', 750: 'mg', 2: '', 1100: 'mg', 3: '', 1700: 'mg', 4: '', 2200: 'mg'}"
500,ARM 3 (No Stratification),primary,Phase I/II Study of Intravenous Infusion of Tetra-o-Methyl Nordihydroguaiaretic Acid (EM-1421) in Subjects With Recurrent High Grade Glioma,OG002,Parallel Assignment,"subjects in this group were not stratified based on anti-sezuire medication..

subjects will take terameprocol for 5 consecutive days each month by iv. this was for dose 2200mg/day.

new formulation tc6.",False,False,"[5, 2200, 6]","[['consecut', 'day', 'each'], ['mg/day', 'new', 'formul'], ['']]","[['consecut', 'day', 'each'], ['mg/day', 'new', 'formul'], ['']]","{2200: ['mg/day', 'new', 'formul']}",Unknown,{2200: 'mg'}
501,+ EIASD Level 1 (750 mg/dayx5D),primary,Phase I/II Study of Intravenous Infusion of Tetra-o-Methyl Nordihydroguaiaretic Acid (EM-1421) in Subjects With Recurrent High Grade Glioma,OG000,Parallel Assignment,"subjects on the +eiasd (level 1) treatment arm were taking one of these antiseizure drugs: phenytoin, carbamazepine, phenobarbital, primidone and oxcarbazepine.

subjects will take terameprocol for 5 consecutive days each month by iv. dose level 1= 750mg/day. no intrasubject dose escalation.

pk data will be collected on day one of cycle one infusion

+peg formulation",False,False,"[1, 5, 1, 750]","[['', 'treatment', 'arm'], ['consecut', 'day', 'each'], ['', 'treatment', 'arm'], ['mg/day', 'no', 'intrasubject']]","[['', 'treatment', 'arm'], ['consecut', 'day', 'each'], ['', 'treatment', 'arm'], ['mg/day', 'no', 'intrasubject']]","{750: ['mg/day', 'no', 'intrasubject']}",Unknown,{750: 'mg'}
502,+EIASD Level 2 (1100 mg/dayx5D),primary,Phase I/II Study of Intravenous Infusion of Tetra-o-Methyl Nordihydroguaiaretic Acid (EM-1421) in Subjects With Recurrent High Grade Glioma,OG001,Parallel Assignment,"subjects on the +eiasd (level 2) treatment arm were taking one of these antiseizure drugs: phenytoin, carbamazepine, phenobarbital, primidone and oxcarbazepine.

subjects will take terameprocol for 5 consecutive days each month by iv. dose level 2= 1100mg/day. no intrasubject dose escalation.

pk data will be collected on day one of cycle one infusion

+peg formulation",False,False,"[2, 5, 2, 1100]","[['', 'treatment', 'arm'], ['consecut', 'day', 'each'], ['', 'treatment', 'arm'], ['mg/day', 'no', 'intrasubject']]","[['', 'treatment', 'arm'], ['consecut', 'day', 'each'], ['', 'treatment', 'arm'], ['mg/day', 'no', 'intrasubject']]","{1100: ['mg/day', 'no', 'intrasubject']}",Unknown,{1100: 'mg'}
503,+EIASD Level 3 (1700 mg/dayx5D),primary,Phase I/II Study of Intravenous Infusion of Tetra-o-Methyl Nordihydroguaiaretic Acid (EM-1421) in Subjects With Recurrent High Grade Glioma,OG002,Parallel Assignment,"subjects on the +eiasd (level 3) treatment arm were taking one of these antiseizure drugs: phenytoin, carbamazepine, phenobarbital, primidone and oxcarbazepine.

subjects will take terameprocol for 5 consecutive days each month by iv. dose level 3= 1700mg/day. no intrasubject dose escalation.

pk data will be collected on day one of cycle one infusion

+peg formulation; includes patientss at the new formulation tc6 (-peg)",False,False,"[3, 5, 3, 1700, 6]","[['', 'treatment', 'arm'], ['consecut', 'day', 'each'], ['', 'treatment', 'arm'], ['mg/day', 'no', 'intrasubject'], ['-peg']]","[['', 'treatment', 'arm'], ['consecut', 'day', 'each'], ['', 'treatment', 'arm'], ['mg/day', 'no', 'intrasubject'], ['-peg']]","{1700: ['mg/day', 'no', 'intrasubject']}",Unknown,{1700: 'mg'}
504,+EIASD Level 4 (2200 mg/dayx5D),primary,Phase I/II Study of Intravenous Infusion of Tetra-o-Methyl Nordihydroguaiaretic Acid (EM-1421) in Subjects With Recurrent High Grade Glioma,OG003,Parallel Assignment,"subjects on the +eiasd (level 4) treatment arm were taking one of these antiseizure drugs: phenytoin, carbamazepine, phenobarbital, primidone and oxcarbazepine.

subjects will take terameprocol for 5 consecutive days each month by iv. dose level 4= 2220mg/day. no intrasubject dose escalation.

pk data will be collected on day one of cycle one infusion

+peg formulation",False,False,"[4, 5, 4, 2220]","[['', 'treatment', 'arm'], ['consecut', 'day', 'each'], ['', 'treatment', 'arm'], ['mg/day', 'no', 'intrasubject']]","[['', 'treatment', 'arm'], ['consecut', 'day', 'each'], ['', 'treatment', 'arm'], ['mg/day', 'no', 'intrasubject']]","{2220: ['mg/day', 'no', 'intrasubject']}",Unknown,{2220: 'mg'}
505,-EIASD Level 1 (750 mg/dayx5D),primary,Phase I/II Study of Intravenous Infusion of Tetra-o-Methyl Nordihydroguaiaretic Acid (EM-1421) in Subjects With Recurrent High Grade Glioma,OG004,Parallel Assignment,"subjects in the -eiasd group were either not being treated with antiseizure drugs or were taking ones that did not significantly induce hepatic enzymes such as gabapentin, lamotrigine, valproic acid, levetiracetam, tiagabine, topiramate, zonisamide and felbamate.

subjects will take terameprocol for 5 consecutive days each month by iv. level 1 = 750mg/day. no intrasubject dose escalation.

pk data will be collected on day one of cycle one infusion

+peg formulation",False,False,"[5, 1, 750]","[['consecut', 'day', 'each'], ['=', '750mg/day', 'no'], ['mg/day', 'no', 'intrasubject']]","[['consecut', 'day', 'each'], ['=', '750mg/day', 'no'], ['mg/day', 'no', 'intrasubject']]","{1: ['=', '750mg/day', 'no'], 750: ['mg/day', 'no', 'intrasubject']}",Unknown,"{1: '', 750: 'mg'}"
506,-EIASD Level 2 (1100 mg/dayx5D),primary,Phase I/II Study of Intravenous Infusion of Tetra-o-Methyl Nordihydroguaiaretic Acid (EM-1421) in Subjects With Recurrent High Grade Glioma,OG005,Parallel Assignment,"subjects in the -eiasd group were either not being treated with antiseizure drugs or were taking ones that did not significantly induce hepatic enzymes such as gabapentin, lamotrigine, valproic acid, levetiracetam, tiagabine, topiramate, zonisamide and felbamate.

subjects will take terameprocol for 5 consecutive days each month by iv. level 2 = 1100mg/day. no intrasubject dose escalation.

pk data will be collected on day one of cycle one infusion

+peg formulation",False,False,"[5, 2, 1100]","[['consecut', 'day', 'each'], ['=', '1100mg/day', 'no'], ['mg/day', 'no', 'intrasubject']]","[['consecut', 'day', 'each'], ['=', '1100mg/day', 'no'], ['mg/day', 'no', 'intrasubject']]","{2: ['=', '1100mg/day', 'no'], 1100: ['mg/day', 'no', 'intrasubject']}",Unknown,"{2: '', 1100: 'mg'}"
507,-EIASD Level 3 (1700 mg/dayx5D),primary,Phase I/II Study of Intravenous Infusion of Tetra-o-Methyl Nordihydroguaiaretic Acid (EM-1421) in Subjects With Recurrent High Grade Glioma,OG006,Parallel Assignment,"subjects in the -eiasd group were either not being treated with antiseizure drugs or were taking ones that did not significantly induce hepatic enzymes such as gabapentin, lamotrigine, valproic acid, levetiracetam, tiagabine, topiramate, zonisamide and felbamate.

subjects will take terameprocol for 5 consecutive days each month by iv. level 3 = 1700mg/day. no intrasubject dose escalation.

pk data will be collected on day one of cycle one infusion

+peg formulation and new tc6 -peg formulation - pts treated from both formulations",False,False,"[5, 3, 1700, 6]","[['consecut', 'day', 'each'], ['=', '1700mg/day', 'no'], ['mg/day', 'no', 'intrasubject'], ['-peg', 'formul', '-']]","[['consecut', 'day', 'each'], ['=', '1700mg/day', 'no'], ['mg/day', 'no', 'intrasubject'], ['-peg', 'formul', '-']]","{3: ['=', '1700mg/day', 'no'], 1700: ['mg/day', 'no', 'intrasubject']}",Unknown,"{3: '', 1700: 'mg'}"
